id,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth
4207,1,6,7,11,2
577,2,1,0,3,7
10855,2,4,1,8,5
3081,1,1,0,2,7
3535,1,4,3,5,2
247,6,7,2,4,9
8707,1,5,6,4,3
9523,1,0,0,3,4
6072,1,5,8,6,3
6295,4,11,6,5,8
10914,2,1,0,3,4
1509,0,9,9,4,5
5577,1,1,0,2,6
7348,1,4,7,5,2
1127,1,6,6,7,2
1833,2,2,1,4,5
4944,1,4,5,7,2
9080,3,3,0,3,8
6466,3,2,1,4,3
9964,1,4,2,8,4
4790,1,4,3,5,1
10245,1,3,3,8,1
1109,1,1,0,2,7
6001,2,5,8,10,5
5538,0,4,7,6,1
10552,2,4,1,7,5
1545,6,7,2,5,8
7409,2,4,1,6,5
4444,1,2,0,3,8
146,1,4,5,11,2
6271,1,2,0,3,5
10065,2,2,0,4,5
4741,2,6,2,9,5
246,7,4,1,7,4
375,1,2,2,11,1
1524,1,8,2,5,5
10022,1,1,0,2,5
7451,0,4,6,9,1
11010,3,3,0,3,8
4356,3,3,3,5,6
3885,1,1,1,2,8
1175,1,3,5,3,6
880,1,2,1,2,8
2320,5,11,1,6,9
850,2,6,5,9,3
4713,2,2,1,4,7
675,5,4,2,5,7
5025,1,2,1,4,3
2308,2,6,1,5,7
5995,7,6,2,5,8
6749,4,5,3,6,8
1010,2,1,1,3,3
8977,1,0,0,3,4
4756,1,7,6,11,4
3412,4,2,2,9,7
606,1,1,0,2,7
5961,1,1,0,3,5
2975,2,6,7,9,3
2894,1,7,5,8,4
7613,2,5,1,6,6
10542,3,3,0,3,9
8015,1,4,6,9,1
10617,2,3,0,3,5
11166,2,6,2,4,7
849,4,6,2,10,4
523,1,2,0,4,5
4066,2,2,1,2,6
8414,2,2,0,4,7
819,1,6,5,13,3
4961,4,2,1,4,4
749,2,3,1,3,6
5430,12,9,2,8,8
7755,2,9,1,4,8
10525,1,1,0,2,9
1453,2,9,3,13,6
8310,3,10,4,7,6
10710,1,1,0,2,8
5031,1,5,9,11,2
2613,2,1,3,6,1
213,4,2,1,3,7
967,10,5,2,9,7
1077,1,7,3,4,4
7959,1,3,2,5,1
640,2,7,6,10,5
4252,1,4,1,6,5
8432,12,9,2,8,8
6218,1,8,1,7,7
6905,1,6,4,10,2
5922,2,4,1,5,7
3598,4,4,2,12,4
6116,1,1,1,3,3
6263,3,2,0,4,8
10486,1,4,4,8,2
2410,1,3,4,8,1
193,1,1,0,2,5
3363,1,1,0,3,8
8278,1,8,2,5,5
10660,3,8,2,4,7
8686,2,2,0,3,8
1604,3,2,2,6,5
5907,1,1,0,2,8
10669,2,3,2,10,3
2918,3,2,0,4,5
5735,1,3,4,10,1
359,3,8,2,6,7
8387,1,4,1,5,6
1829,3,9,5,4,7
3839,5,2,2,3,5
9392,1,1,0,2,7
2292,1,1,0,3,5
10466,2,1,0,4,4
9855,1,6,6,13,4
4088,2,3,1,4,8
5231,1,1,0,3,5
590,1,5,6,4,3
8732,4,7,4,10,4
2315,1,1,2,2,4
3515,1,4,0,4,5
2245,3,2,1,4,6
6283,1,9,3,9,6
2246,1,2,1,4,4
6606,2,5,2,10,8
5545,1,3,5,5,1
7342,3,6,6,12,5
837,4,2,1,5,4
9500,3,9,2,8,7
3602,2,3,2,4,4
234,2,1,1,2,7
2995,1,3,4,9,1
1118,3,10,4,5,8
7789,1,6,9,10,2
3068,1,2,0,3,7
8955,1,1,1,2,5
945,2,3,0,4,7
5644,2,5,1,7,7
7192,2,2,4,10,1
2324,2,7,11,11,4
697,1,5,9,6,3
3439,5,4,1,5,6
1506,4,2,1,4,6
232,1,4,2,10,3
8876,5,3,1,4,9
4500,1,4,9,10,2
9739,2,2,2,2,7
10395,3,3,1,3,8
1176,1,1,0,2,8
1627,1,5,7,9,4
938,2,2,1,2,8
2740,4,2,1,4,5
257,2,5,4,9,3
4058,1,11,2,8,6
7736,2,2,1,2,5
8210,5,4,1,8,4
833,3,3,0,3,7
6230,5,5,0,4,8
7325,1,1,0,3,5
1307,3,3,0,4,4
1502,2,2,0,3,8
6211,1,1,0,3,6
843,4,8,2,11,6
4174,1,2,1,4,3
9757,1,5,6,12,2
6918,1,1,0,3,8
286,4,2,1,5,6
11086,1,1,0,3,7
1921,2,2,0,3,4
4138,1,5,10,7,1
7718,1,1,3,5,1
1291,4,6,2,4,8
6862,15,0,0,0,20
4136,4,3,2,2,9
803,1,0,1,2,5
4298,1,1,0,2,8
10833,3,8,3,13,6
9606,1,4,2,6,3
8534,4,6,5,13,4
5153,2,11,10,11,6
961,2,7,3,5,4
5011,2,8,9,4,6
6653,4,7,2,5,7
9094,2,7,4,3,6
810,2,4,2,11,2
5493,1,1,0,2,6
2147,1,4,7,11,2
5107,2,1,1,2,5
3979,1,6,2,8,2
6049,1,7,8,11,3
8147,3,2,0,3,8
1857,2,2,1,2,7
3910,0,4,7,6,1
5207,10,9,4,6,8
11114,3,2,1,3,7
5429,1,4,1,4,6
9400,1,6,6,6,2
1740,2,7,3,4,4
7488,3,5,3,13,3
195,4,5,1,4,8
635,8,9,1,7,8
7527,3,2,1,3,8
10319,4,3,4,11,8
2296,1,1,0,2,6
10637,2,3,0,3,7
2931,0,6,7,9,3
907,5,5,1,7,5
3698,1,4,6,8,2
9516,2,9,7,10,7
679,2,1,0,3,9
7384,2,7,1,7,8
5043,2,4,2,5,7
5267,1,1,0,3,7
339,2,9,2,5,7
2516,2,1,2,2,4
9010,1,5,7,10,2
378,2,7,2,10,6
4808,1,1,0,2,7
5068,1,2,0,2,9
7628,2,2,0,4,5
7128,1,1,0,2,7
2811,2,1,0,4,4
3551,2,2,1,5,2
1663,1,2,0,2,9
5543,5,7,2,11,5
1577,1,4,6,4,1
10641,4,2,1,3,6
5336,0,1,0,1,1
6024,0,5,8,5,2
1878,1,2,0,3,7
3099,5,5,2,4,9
6055,1,5,5,8,3
5841,5,10,3,8,7
3972,6,7,1,5,8
4394,1,5,5,12,2
5758,1,10,4,13,6
6658,7,11,2,12,6
4603,2,5,4,10,4
8427,1,7,5,10,4
10260,3,6,1,5,7
7143,5,4,7,10,2
8789,3,3,1,7,4
6197,3,3,0,3,9
4554,4,3,2,8,4
4937,1,1,0,3,7
1920,2,3,0,3,7
8749,1,1,1,2,4
1650,1,5,9,12,3
10377,3,6,1,5,6
9206,2,5,7,12,1
10971,4,7,2,3,9
6398,2,3,0,3,8
9212,6,6,3,13,7
7937,1,3,0,3,7
839,1,3,1,4,5
4246,0,1,0,1,17
158,1,8,3,5,4
4832,2,2,2,2,7
5621,5,6,1,5,9
1945,3,7,4,7,4
5147,1,4,9,13,1
2535,1,6,5,8,9
11039,2,5,2,4,5
9495,1,2,8,6,1
9635,1,3,1,3,6
2173,1,1,0,3,6
942,3,7,1,3,9
9386,1,5,1,6,6
5510,3,5,2,6,5
873,11,3,4,10,8
2253,1,1,0,4,6
5181,1,1,0,2,9
979,2,2,1,3,6
10390,1,1,0,3,6
4698,2,5,2,7,5
7793,3,10,4,7,6
1745,1,4,6,9,1
10590,1,4,8,10,2
5080,1,6,6,4,2
8369,1,0,1,2,8
5232,1,4,1,5,4
2407,1,6,6,7,4
3834,2,8,2,11,5
7912,2,3,1,2,8
7712,1,6,2,10,4
1065,1,5,8,5,2
7275,3,2,1,4,6
1343,6,8,2,6,7
1384,2,2,1,2,8
9967,8,6,1,7,8
6181,1,8,7,11,6
10507,4,2,2,7,8
2674,1,6,3,6,3
2698,3,6,3,5,6
3231,1,1,0,3,8
4096,3,4,1,4,7
10476,1,3,2,5,2
5948,2,4,1,5,5
9140,2,2,0,4,6
10258,2,1,0,3,8
5675,6,4,5,7,6
4743,5,8,4,11,6
8805,4,7,2,4,8
1542,6,4,2,8,5
6770,2,2,1,2,6
8773,3,5,1,6,7
10475,2,4,2,6,5
10420,1,4,2,3,7
7514,4,3,1,4,6
2902,1,1,0,3,5
4345,1,1,0,2,7
793,1,2,0,3,9
10909,0,5,10,5,1
3769,1,1,0,3,7
8702,2,1,0,3,7
4791,1,1,0,3,8
2963,1,8,6,6,3
8216,6,4,4,3,5
8140,3,2,1,4,4
10146,1,1,0,3,7
5289,2,1,1,2,4
2587,2,2,0,3,5
4405,2,6,3,12,5
8663,1,1,0,2,6
2589,2,2,1,3,6
3421,1,9,3,9,6
10490,2,6,2,4,7
4094,4,5,1,5,6
9958,1,9,2,9,5
2534,2,4,1,3,7
4188,3,5,2,4,8
6613,6,8,4,8,8
10827,4,3,0,4,9
5491,4,6,1,5,7
8402,2,7,5,8,4
8783,3,4,2,9,3
10010,4,3,2,2,9
618,1,7,2,12,4
9121,2,5,3,6,6
361,1,1,0,2,7
4310,1,5,10,5,1
2678,3,5,0,3,9
6376,4,4,3,8,4
524,1,2,1,2,8
10341,1,2,2,5,2
5654,2,2,0,3,6
4098,3,2,0,4,6
5824,1,1,0,2,6
7000,1,2,10,10,1
2561,4,4,3,12,8
5229,1,1,0,3,7
4086,1,1,1,2,8
2428,3,2,0,4,7
8254,1,1,0,2,8
2836,1,1,0,2,8
8418,2,2,0,3,7
1362,1,6,1,6,7
7152,1,1,0,3,7
10033,1,1,0,3,6
9349,1,6,5,11,2
274,2,2,0,3,6
3388,5,6,1,5,7
922,2,1,1,2,8
8588,4,5,1,5,6
2518,1,0,1,2,7
574,1,1,1,4,2
3220,2,3,0,4,8
5967,3,2,1,3,8
1183,1,1,0,2,6
6856,3,3,0,3,9
4530,3,3,7,10,3
1553,1,7,5,10,4
4682,1,2,2,8,1
8204,1,4,4,9,2
5221,4,10,7,5,8
1232,1,4,4,8,2
1927,4,4,4,5,2
5788,3,3,2,4,5
6652,1,3,4,9,1
6246,1,3,11,8,1
5975,1,2,0,3,7
6875,2,7,3,5,8
4399,1,4,4,7,2
4042,3,4,0,4,8
2157,4,2,0,4,6
10133,0,6,7,12,2
2525,2,5,2,9,6
8233,4,7,3,7,5
9483,7,4,6,8,3
2945,1,1,0,3,7
10403,3,3,0,3,7
5074,1,1,0,3,7
10524,4,2,11,5,2
4690,4,8,1,8,8
7521,1,4,4,11,1
7196,1,0,0,3,3
4406,4,9,4,8,5
9672,3,1,1,3,6
4864,4,4,1,3,8
4706,1,1,0,3,5
4070,1,8,5,4,7
25,2,6,6,7,4
3697,2,3,0,4,7
217,1,7,5,10,4
4220,1,2,1,3,3
5286,1,3,2,4,3
9559,2,7,5,13,5
2849,7,10,2,12,7
7787,3,5,3,12,5
3102,1,1,0,3,8
5868,2,1,0,3,7
8370,2,7,3,6,4
9988,3,6,3,13,4
2939,1,4,6,4,2
5529,7,8,2,5,7
9743,2,11,8,8,6
5763,5,6,2,5,6
3478,10,7,4,9,5
7494,4,6,1,4,8
1763,1,7,11,10,4
7250,7,7,2,9,6
2005,2,2,0,4,6
10770,2,4,7,13,2
6885,1,2,0,3,7
2072,6,4,2,9,9
9463,4,9,5,7,5
6318,1,9,7,13,4
4093,7,4,3,5,5
5751,1,1,0,3,6
3340,6,7,1,6,8
3594,13,8,2,9,8
3584,2,5,10,5,8
3643,1,4,3,6,2
851,9,5,2,10,6
7706,6,11,8,5,8
3967,1,2,8,13,1
10128,5,5,5,12,5
486,1,3,4,10,1
9,4,3,2,2,8
9451,3,10,4,9,7
9264,1,4,8,9,2
3865,1,3,1,2,8
2853,2,4,2,4,5
1490,5,10,3,8,8
6310,1,2,0,4,5
10380,1,3,0,3,8
3887,2,2,0,3,9
4278,1,10,2,6,3
8643,1,4,5,12,3
1998,1,2,1,3,6
10795,2,2,0,3,7
11110,0,0,0,0,14
2408,12,7,4,9,7
202,0,4,6,7,1
7998,3,2,2,2,7
830,1,4,6,4,3
3536,2,1,1,3,5
6050,4,6,3,13,9
125,6,5,1,5,7
3463,4,7,3,13,5
2804,4,3,2,2,8
3745,2,3,0,3,8
9771,6,5,1,5,9
451,1,1,1,2,8
10530,1,3,6,6,1
1079,3,3,4,9,8
8920,3,11,2,12,7
6678,2,3,0,4,7
3852,4,9,2,12,5
528,1,5,4,10,3
73,1,0,0,3,5
5589,3,9,2,10,7
10212,1,3,0,3,8
6365,1,2,0,3,6
5636,1,4,0,3,8
591,2,8,3,7,7
2217,1,0,0,3,6
2544,1,1,1,4,1
7725,1,4,4,7,1
8091,1,6,4,6,5
7321,1,4,5,4,2
5462,5,9,6,12,6
7791,2,1,0,3,7
955,7,4,2,4,8
4037,1,1,0,2,7
6642,4,2,1,4,6
2793,3,7,3,13,5
5424,2,3,0,4,8
879,6,7,1,7,7
9530,1,1,0,2,8
4828,1,5,10,5,1
10699,2,3,0,3,8
1497,2,6,3,5,5
7476,4,5,4,10,4
4390,2,5,4,12,2
10478,5,11,1,6,9
1081,11,6,3,5,4
4261,1,7,6,12,3
9916,3,2,0,3,8
5350,1,3,4,10,1
8135,1,1,0,3,7
8685,6,7,1,6,8
4967,4,5,1,5,8
2130,1,3,1,3,6
9298,1,4,5,8,1
8175,1,2,1,4,7
6257,1,7,2,7,7
3790,1,1,0,2,6
9952,1,4,7,5,1
3503,1,5,3,6,1
5223,2,2,1,3,4
4608,1,3,10,13,1
1626,2,1,1,2,5
4764,4,3,1,4,7
2471,1,3,2,6,2
5892,7,3,2,5,7
2612,1,7,5,12,3
4971,2,3,1,4,8
5185,1,4,3,5,2
10069,1,2,0,2,9
2262,3,6,1,5,7
1131,1,2,0,4,3
1041,5,7,1,6,8
24,5,3,0,4,7
3409,3,7,1,4,9
7022,1,2,5,13,6
7943,1,1,1,3,2
5272,4,8,5,3,7
5453,1,4,7,12,2
2565,1,4,5,10,3
800,2,1,0,3,4
11092,2,2,0,3,7
5062,1,2,0,2,8
8969,4,5,5,11,3
4656,5,10,5,4,9
4480,5,7,2,5,6
9971,1,4,4,8,2
6729,1,4,5,11,3
1773,1,2,0,3,9
9242,1,6,3,9,4
1764,4,5,1,5,8
6215,2,1,1,2,8
10099,3,5,3,13,4
5423,1,1,0,2,7
940,2,3,2,7,3
3011,1,4,1,5,4
3298,7,9,6,9,8
8286,1,3,0,4,7
9668,3,2,0,4,8
5120,1,5,7,6,3
6097,9,8,1,6,9
7019,4,3,1,5,4
7408,2,5,1,4,7
8041,6,3,2,10,9
252,1,6,2,8,6
9986,3,4,1,2,7
3276,1,3,0,3,7
3859,1,9,3,13,4
3570,3,4,1,5,5
3783,2,2,1,4,5
10207,1,1,0,2,8
10906,2,4,6,4,5
3427,6,11,2,7,8
5209,2,8,2,7,7
10711,1,3,6,12,1
10785,2,2,0,3,5
2814,1,1,0,3,7
6866,1,1,0,3,5
1665,5,2,5,6,5
6575,8,9,1,7,9
3829,1,1,0,3,5
3091,1,7,5,8,4
10141,1,0,0,3,4
5177,2,6,2,6,6
7005,1,5,3,12,2
6409,1,7,5,7,6
7485,3,2,1,4,4
8079,3,2,1,3,3
8395,1,3,6,12,6
10352,3,3,1,2,9
4931,0,0,28,0,1
13,2,1,0,3,6
1834,1,2,0,3,7
2285,3,5,2,5,7
2295,1,5,3,13,3
1378,6,7,4,6,6
2781,1,4,6,6,2
1165,9,6,2,7,6
1404,4,5,1,3,9
6457,2,6,4,12,4
2639,3,3,1,2,6
8299,1,1,1,3,4
6437,1,2,0,3,7
6912,1,6,3,12,4
7327,3,1,1,4,2
5299,2,7,3,13,8
4127,2,11,10,11,6
8143,2,4,2,5,7
1964,1,5,6,6,2
3690,1,7,4,10,6
3433,1,6,8,6,3
3389,4,8,9,13,5
4712,1,1,1,4,4
1170,4,5,1,4,8
6347,1,1,0,3,8
4065,2,5,1,8,7
8230,1,2,0,3,7
1215,1,5,10,7,3
5939,4,3,1,3,5
2156,4,2,0,4,5
7788,1,0,0,3,3
10323,2,4,2,5,5
7947,1,1,0,3,5
1891,1,4,6,5,2
2570,4,10,4,7,8
9256,4,8,3,12,6
295,1,3,7,11,1
7397,3,7,2,9,7
6349,1,8,4,6,5
10790,1,1,0,2,8
10398,1,1,0,2,7
2431,1,2,0,3,8
550,2,3,3,13,2
1890,1,1,0,2,7
10742,0,4,2,5,1
10356,1,1,0,3,7
4676,2,9,6,8,5
8852,5,8,4,11,6
3565,3,3,0,3,7
5294,3,3,0,4,7
1958,6,8,2,9,5
7349,4,3,1,3,8
8799,3,3,1,4,7
1351,4,7,8,13,6
1045,2,5,2,4,7
7732,1,7,2,10,5
8070,1,3,3,5,3
477,1,4,7,10,1
7832,1,8,7,7,4
2202,1,1,0,4,5
7396,1,5,8,12,3
4055,2,3,0,3,6
10340,6,6,1,5,8
10091,2,6,3,6,5
7629,2,2,0,3,7
10640,5,4,1,4,7
3498,4,7,5,9,6
6742,1,1,0,2,8
1172,1,7,5,12,3
569,1,5,6,7,2
4686,0,6,5,13,2
1381,5,6,1,5,8
2634,3,2,1,3,6
10905,5,4,1,6,8
1744,1,1,1,2,6
1000,4,9,2,12,5
3828,2,7,6,13,4
8605,2,2,0,3,6
10304,1,1,1,2,8
4351,1,1,1,2,7
10129,1,3,5,12,1
2499,1,5,2,10,4
10092,4,7,10,5,5
7500,2,8,1,8,6
5796,1,4,5,13,1
10556,4,6,1,6,7
1064,1,1,0,3,8
48,2,4,1,3,6
7610,5,6,3,5,8
263,1,3,1,3,8
10814,1,6,5,13,4
9710,2,11,3,7,8
9292,1,4,11,7,2
10250,1,1,0,2,7
7881,1,6,4,13,2
5847,3,7,3,10,5
737,2,4,4,5,2
3571,3,8,3,5,6
7807,5,5,1,5,6
3878,1,1,0,3,7
5092,4,7,1,7,8
2154,3,2,0,3,7
5394,4,1,1,4,3
3798,3,2,1,3,6
3524,2,5,1,2,9
5247,2,1,0,4,4
5883,3,7,4,7,5
2118,3,7,2,8,4
8812,2,2,0,3,7
6616,2,3,3,8,2
2797,1,9,7,9,5
4328,2,2,1,3,6
9167,3,9,2,12,6
10560,1,1,0,3,5
2631,1,2,8,6,1
8312,1,2,0,3,6
5534,2,3,2,3,7
5093,3,3,0,3,9
7592,1,4,1,4,6
8895,1,3,5,12,2
8584,1,2,7,7,0
2694,1,1,0,3,6
8910,5,4,1,6,8
7433,4,3,1,4,8
164,2,5,1,5,8
10477,1,3,1,2,7
2681,1,2,3,13,1
5150,2,2,0,3,6
5283,3,2,1,4,5
9645,1,9,4,10,6
10678,2,11,2,10,7
7261,5,5,2,5,8
9648,4,5,1,4,8
2870,5,6,3,6,6
8008,1,2,0,4,6
1513,13,2,2,12,8
6173,1,6,6,11,3
1419,3,2,1,3,5
9150,2,1,0,4,4
7960,1,3,9,13,1
1250,1,2,1,3,6
9905,5,3,3,3,6
10691,1,1,1,2,6
7002,1,3,2,8,3
2952,2,3,0,3,6
8439,2,6,3,4,4
762,1,7,5,8,4
2831,2,7,7,10,3
6977,1,10,5,13,6
6289,2,3,1,4,5
4168,9,5,1,8,7
8397,2,1,1,2,7
9284,5,5,5,12,5
6237,0,23,1,1,0
3130,4,2,0,4,5
1619,1,4,6,6,1
1990,1,3,5,8,3
5513,2,1,0,3,8
269,6,4,4,7,9
8093,1,4,3,6,1
10513,1,2,3,6,7
10177,3,5,4,8,2
2549,1,1,0,3,9
5782,2,9,2,9,5
10057,1,5,7,9,7
10307,3,6,2,8,5
8566,1,1,0,2,7
2415,3,5,3,5,4
5684,2,2,0,3,7
8334,3,2,1,4,6
9166,3,4,4,12,2
1440,2,9,5,9,7
78,1,1,1,2,8
5441,2,5,2,6,5
5302,1,4,6,5,2
4687,1,3,11,9,1
1087,3,4,1,2,9
6859,2,4,0,3,9
9860,3,4,1,4,7
7129,8,6,4,13,6
5866,3,4,1,4,7
10521,4,2,1,5,4
7393,3,2,1,3,5
7849,1,2,9,13,1
332,3,4,1,6,6
9847,2,7,4,3,6
531,11,8,5,9,6
9576,3,4,0,4,9
6906,1,3,10,4,2
7419,2,2,0,3,6
3170,1,4,4,6,2
8527,5,6,2,6,7
7872,1,6,10,6,5
9931,15,0,0,0,19
10595,1,2,0,3,7
4609,3,8,1,6,6
5010,2,1,0,3,8
4427,1,5,10,12,6
11148,1,1,0,2,8
1168,1,4,6,10,2
9595,1,4,5,4,3
10163,1,8,4,7,4
2886,4,10,8,10,6
6710,1,2,0,4,6
5316,1,2,0,4,7
9029,1,2,8,12,1
521,2,8,1,7,7
1459,1,5,3,5,3
10241,1,1,0,2,6
1630,1,4,2,8,4
3254,1,5,4,4,2
9064,1,6,6,7,4
3678,11,8,3,7,7
4227,3,2,1,3,5
9467,1,1,0,3,6
8486,4,9,0,4,10
2186,1,5,10,6,2
3286,2,2,0,3,6
8602,2,7,6,11,4
3722,2,2,0,3,6
6715,6,6,2,11,6
4796,1,1,0,3,2
9612,1,1,0,3,7
3766,3,9,1,8,9
1399,1,3,7,9,1
1570,2,7,7,10,4
3426,3,5,5,13,8
3074,1,5,8,4,6
8341,2,1,1,2,7
5180,2,4,0,4,7
6461,1,5,6,11,2
7679,1,1,1,3,3
10702,2,7,1,7,7
7505,1,1,1,2,4
5113,1,5,5,5,2
10858,4,9,5,7,5
2961,2,6,3,4,6
2747,1,4,10,5,3
3010,1,4,7,8,1
5790,2,2,0,3,8
6892,8,10,4,6,8
1743,1,2,3,5,1
3578,2,3,1,6,6
8462,1,1,1,2,6
5558,1,4,6,4,1
4619,0,27,0,0,1
8780,2,3,5,8,3
10789,2,2,0,3,7
10779,1,1,0,3,7
5896,1,4,4,6,2
2337,3,3,0,3,6
10951,2,3,1,8,4
544,1,3,4,6,1
17,4,6,11,7,5
10680,1,3,0,3,7
3265,1,1,0,3,6
5623,1,1,1,2,7
5832,0,3,5,13,0
5544,2,7,8,5,5
6417,1,4,6,13,2
5831,3,5,5,5,8
7101,6,10,5,10,8
10176,7,4,4,8,8
2326,1,1,0,4,6
4385,2,3,0,3,6
2929,1,2,1,4,7
10686,1,1,0,2,7
2546,1,1,0,4,3
3283,2,6,2,12,3
3138,0,7,9,6,4
4994,1,7,5,13,3
7966,3,11,5,11,5
3112,1,1,0,3,5
10872,3,4,2,11,8
2181,1,3,3,7,2
1867,1,9,3,6,5
1518,5,9,3,7,7
5734,1,2,0,4,5
2878,2,4,2,7,3
1458,3,3,0,3,6
7007,2,3,1,2,7
6200,2,6,6,9,3
1403,2,1,0,3,7
4827,5,4,2,9,4
6250,3,11,2,8,8
9291,1,0,0,3,5
2478,1,1,0,4,4
1139,1,5,11,5,2
5138,1,1,0,3,8
5393,1,1,0,3,7
10413,1,4,6,12,1
5015,2,2,2,3,7
10868,2,3,4,10,3
10676,2,3,8,7,2
2495,1,4,7,10,1
7842,3,3,0,3,8
9955,2,3,0,4,7
6663,1,3,1,4,5
2162,2,3,3,10,3
3434,1,4,4,10,1
7919,1,10,4,8,8
5626,1,4,2,9,4
6428,1,1,8,7,0
8514,1,1,0,3,6
10448,5,5,3,5,7
2109,1,6,11,10,2
7530,3,2,1,4,4
8925,3,8,5,10,5
3009,1,5,3,6,6
6355,3,2,0,4,3
3517,3,3,1,3,9
1158,1,3,0,4,7
6203,1,6,7,12,3
7165,2,8,2,10,5
3595,2,6,8,12,3
8537,1,3,10,7,2
4331,1,3,6,11,1
6281,2,6,3,5,4
4338,1,1,0,3,4
2452,5,5,2,5,8
9507,2,6,3,5,7
8360,3,3,1,5,3
10311,0,25,0,0,1
5117,2,4,4,8,5
4867,4,3,0,4,7
9289,1,2,1,2,8
10913,1,1,0,2,8
3032,3,4,0,4,9
8524,3,3,0,3,9
3334,0,5,7,9,1
4470,1,2,1,4,4
1406,8,6,3,5,7
8619,1,0,0,3,5
10821,6,4,1,5,7
4552,1,3,5,3,4
898,3,3,0,4,8
9797,2,3,3,8,2
10949,1,5,5,8,3
8212,2,3,1,4,7
6248,0,9,7,11,3
10164,1,5,5,5,5
4547,2,1,0,3,8
6815,0,7,6,8,2
4122,1,6,5,4,4
10841,3,4,3,8,4
5370,4,7,1,6,8
176,1,4,1,6,3
4860,1,1,0,3,6
10757,1,1,0,2,6
4023,3,3,2,2,8
6679,1,0,0,3,3
9923,3,2,0,4,7
7181,2,2,0,3,8
3599,3,8,4,8,5
405,4,5,5,3,8
6870,1,3,1,7,2
832,3,8,2,10,5
2002,1,5,6,5,3
3657,3,4,0,4,8
500,1,7,7,9,2
1951,6,11,2,8,9
3262,1,2,9,13,5
4102,1,0,0,3,6
7042,1,2,1,2,9
10598,3,2,0,3,8
255,2,1,0,3,6
2375,1,0,0,3,8
9829,3,2,0,4,6
6214,1,2,0,3,6
4954,6,4,2,5,6
7861,2,8,3,6,4
4837,2,8,5,13,4
9423,2,2,0,4,5
4198,1,0,0,3,6
153,1,1,0,3,4
9323,4,10,5,7,8
10001,4,2,1,3,9
3945,2,11,8,4,6
3799,3,7,2,11,5
8625,3,3,0,3,8
3491,4,11,6,8,7
983,1,6,2,3,8
9119,2,3,3,7,2
4786,4,10,3,12,6
5872,4,4,4,10,3
6568,1,2,0,3,7
5628,1,10,3,10,6
5631,1,5,4,8,4
4974,10,4,6,9,7
8416,2,2,0,3,6
5454,1,2,0,3,5
4095,8,4,3,6,7
5474,3,4,1,4,6
4268,1,3,1,4,4
10701,1,7,8,12,4
3507,2,2,5,5,6
2079,1,5,6,10,1
626,1,1,0,3,4
4426,6,7,2,6,7
2591,2,6,3,4,2
10509,2,3,0,3,8
6382,1,1,0,3,4
6673,1,3,0,3,8
7441,3,2,10,12,7
1071,3,7,3,13,5
10061,2,9,2,12,7
7187,7,4,10,4,3
8775,3,3,1,3,7
1612,2,3,0,3,6
2345,1,4,4,8,2
322,2,2,0,3,4
10897,5,9,6,12,6
123,2,4,5,4,2
6103,1,2,1,3,4
7899,2,4,7,4,7
10500,2,3,0,4,5
1655,1,1,0,3,7
2406,3,6,2,8,5
2712,1,6,3,10,3
5517,1,1,1,2,8
10643,2,5,2,11,5
2254,1,9,6,5,5
10281,2,5,5,7,4
6958,1,1,1,2,6
954,1,2,1,3,5
5079,4,2,1,3,8
10339,2,4,1,4,6
4643,2,3,0,4,8
3117,3,6,1,5,7
6497,4,6,2,5,8
5396,1,9,7,13,4
5250,1,5,5,11,1
1052,3,8,9,7,7
2802,1,4,6,7,2
6343,1,6,9,7,2
6507,2,1,1,4,3
7901,1,0,0,3,4
4865,7,5,1,8,7
2686,1,1,0,2,7
3107,1,4,1,7,2
7734,1,4,10,7,1
1146,4,10,5,7,8
11031,1,1,0,3,5
7428,1,3,7,8,1
975,5,4,1,5,6
1103,2,4,4,10,6
3422,1,2,3,4,6
1055,1,1,0,3,4
6544,3,6,7,11,3
1241,2,1,0,3,9
2909,2,8,4,6,3
5802,1,2,0,4,6
1407,2,2,0,3,7
6183,1,2,1,4,4
340,2,7,2,8,5
5991,3,5,1,4,7
3104,1,5,3,12,2
9729,6,8,2,7,7
1008,1,7,3,13,6
11091,2,1,0,3,4
3969,1,2,2,2,5
1916,5,7,1,6,7
9907,2,6,8,10,4
87,2,2,0,3,7
8659,2,6,8,11,2
6262,1,3,10,8,2
6147,1,0,1,2,7
8832,2,3,0,4,7
10067,1,1,0,2,7
7532,3,3,0,4,8
4915,4,5,2,12,5
2115,2,1,0,4,5
2088,1,5,6,12,2
2493,2,7,1,8,5
6292,1,4,3,10,2
1631,4,8,4,7,6
10104,1,1,0,2,7
3006,1,1,0,3,7
3919,1,5,6,8,3
11181,0,0,0,0,0
642,3,2,1,2,8
4369,3,3,5,6,2
10127,1,8,2,4,7
271,5,3,4,3,6
4973,1,1,1,2,7
2948,1,2,2,5,2
2715,4,3,2,2,9
10432,1,1,0,3,8
9216,2,2,0,3,6
7124,5,2,1,4,5
9727,1,2,0,4,6
5136,7,9,4,8,6
9790,1,11,3,4,4
1818,1,2,0,2,9
1100,4,3,1,3,5
7873,4,4,1,7,5
10609,2,1,1,4,4
6950,2,2,0,3,7
7233,2,5,3,6,4
9481,4,3,1,3,8
7699,5,3,4,3,6
2711,1,1,0,3,7
8933,2,2,0,4,6
8726,5,3,1,4,6
